4358.5159005656  4.675918E-17
4360.51468858103  1.860634E-16
4362.51347659645  7.612285E-17
4364.51226461187  1.236054E-16
4366.5110526273  1.744664E-16
4368.50984064273  1.356967E-16
4370.50862865815  8.785761E-17
4372.50741667357  1.294466E-17
4374.506204689  8.883744E-17
4376.50499270442  7.521811E-17
4378.50378071985  1.426698E-16
4380.50256873527  2.692437E-17
4382.5013567507  3.628776E-17
4384.50014476612  1.060751E-16
4386.49893278155  5.231498E-17
4388.49772079697  8.208508E-17
4390.4965088124  1.355434E-16
4392.49529682782  1.067622E-16
4394.49408484325  7.595892E-17
4396.49287285867  7.084580E-17
4398.49166087409  1.142598E-16
4400.49044888952  6.077872E-17
4402.48923690494  -1.696526E-17
4404.48802492037  4.552376E-17
4406.48681293579  1.251661E-16
4408.48560095122  1.143872E-16
4410.48438896664  1.921745E-16
4412.48317698207  1.460720E-16
4414.48196499749  1.587701E-16
4416.48075301292  1.068383E-16
4418.47954102834  8.957237E-17
4420.47832904377  1.567527E-17
4422.47711705919  6.650084E-17
4424.47590507461  1.367333E-16
4426.47469309004  7.541337E-17
4428.47348110546  2.058990E-17
4430.47226912089  5.711499E-17
4432.47105713631  1.087879E-16
4434.46984515174  6.090178E-17
4436.46863316716  8.948961E-17
4438.46742118259  1.447101E-16
4440.46620919801  1.301761E-17
4442.46499721344  1.366776E-16
4444.46378522886  1.086423E-16
4446.46257324429  6.010390E-17
4448.46136125971  6.529166E-17
4450.46014927514  7.207325E-17
4452.45893729056  2.709186E-17
4454.45772530599  4.786285E-17
4456.45651332141  1.089382E-16
4458.45530133684  2.986809E-17
4460.45408935226  8.418443E-17
4462.45287736769  8.055508E-17
4464.45166538311  1.170404E-16
4466.45045339853  3.188092E-17
4468.44924141396  8.970883E-18
4470.44802942938  5.190494E-17
4472.44681744481  2.376325E-17
4474.44560546023  5.766046E-17
4476.44439347566  9.241681E-17
4478.44318149108  1.038787E-16
4480.44196950651  1.124487E-16
4482.44075752193  2.562895E-17
4484.43954553736  5.215064E-17
4486.43833355278  5.249029E-17
4488.43712156821  1.555626E-16
4490.43590958363  1.359993E-16
4492.43469759906  1.028793E-16
4494.43348561448  9.028524E-17
4496.43227362991  9.052385E-17
4498.43106164533  1.001709E-16
4500.42984966075  5.990734E-17
4502.42863767618  9.851774E-17
